Site,Location_ID,Lat,Long,Habitat,UK Name,Scientific_Name,Month_ID,Month 1 Days Detected (%),Conservation Status (IUCN GB)
Knepp,8,50.977368,-0.361089,wet woodland ,Goldcrest,Regulus_regulus,61,83.3,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Goldcrest,Regulus_regulus,101,100,green
Knepp,10,50.976519,-0.370451,mixed scrub,Goldcrest,Regulus_regulus,7,33.3,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Goldcrest,Regulus_regulus,7,50,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Goldcrest,Regulus_regulus,28,100,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Goldcrest,Regulus_regulus,28,66.7,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Goldcrest,Regulus_regulus,663,100,green
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Goldcrest,Regulus_regulus,53,100,green
Knepp,19,50.969009,-0.358008,bramble scrub,Goldcrest,Regulus_regulus,2,33.3,green
Knepp,21,50.977988,-0.383713,lowland meadows,Goldcrest,Regulus_regulus,9,66.7,green
Knepp,24,50.974794,-0.382577,lowland meadows,Goldcrest,Regulus_regulus,26,100,green
Knepp,26,50.972617,-0.393717,"other woodland, mixed",Goldcrest,Regulus_regulus,28,83.3,green
Knepp,27,50.971443,-0.392173,modified grassland,Goldcrest,Regulus_regulus,8,16.7,green
Knepp,28,50.969925,-0.391089,modified grassland,Goldcrest,Regulus_regulus,35,100,green
Knepp,29,50.96984,-0.387641,modified grassland,Goldcrest,Regulus_regulus,59,83.3,green
Knepp,30,50.970291,-0.378981,lowland mixed deciduous woodland,Goldcrest,Regulus_regulus,11,16.7,green
Knepp,31,50.970467,-0.383928,wet woodland ,Goldcrest,Regulus_regulus,640,100,green
Knepp,32,50.970698,-0.38572,bramble scrub,Goldcrest,Regulus_regulus,4,33.3,green
Knepp,33,50.971291,-0.388367,bramble scrub,Goldcrest,Regulus_regulus,19,83.3,green
Knepp,34,50.962368,-0.379207,lowland mixed deciduous woodland,Goldcrest,Regulus_regulus,7,50,green
Knepp,35,50.968283,-0.375798,wet woodland ,Goldcrest,Regulus_regulus,27,83.3,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Goldcrest,Regulus_regulus,188,83.3,green
Knepp,38,50.967649,-0.384328,other neutral grassland ,Goldcrest,Regulus_regulus,28,100,green
Knepp,1,50.970786,-0.365226,other neutral grassland ,Goldfinch,Carduelis_carduelis,2392,100,green
Knepp,2,50.967893,-0.368796,mixed scrub,Goldfinch,Carduelis_carduelis,76,100,green
Knepp,4,50.971696,-0.370439,bramble scrub,Goldfinch,Carduelis_carduelis,3,16.7,green
Knepp,5,50.975371,-0.366484,modified grassland,Goldfinch,Carduelis_carduelis,37,66.7,green
Knepp,6,50.975175,-0.364672,modified grassland,Goldfinch,Carduelis_carduelis,19,100,green
Knepp,8,50.977368,-0.361089,wet woodland ,Goldfinch,Carduelis_carduelis,5,16.7,green
Knepp,10,50.976519,-0.370451,mixed scrub,Goldfinch,Carduelis_carduelis,95,83.3,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Goldfinch,Carduelis_carduelis,430,100,green
Knepp,16,50.978814,-0.390672,mixed scrub,Goldfinch,Carduelis_carduelis,19,33.3,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Goldfinch,Carduelis_carduelis,121,100,green
Knepp,19,50.969009,-0.358008,bramble scrub,Goldfinch,Carduelis_carduelis,25,100,green
Knepp,20,50.966678,-0.360799,bramble scrub,Goldfinch,Carduelis_carduelis,193,100,green
Knepp,21,50.977988,-0.383713,lowland meadows,Goldfinch,Carduelis_carduelis,751,100,green
Knepp,22,50.977833,-0.380611,lowland meadows,Goldfinch,Carduelis_carduelis,532,100,green
Knepp,23,50.976772,-0.38361,mixed scrub,Goldfinch,Carduelis_carduelis,1592,100,green
Knepp,24,50.974794,-0.382577,lowland meadows,Goldfinch,Carduelis_carduelis,7,66.7,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Goldfinch,Carduelis_carduelis,4,50,green
Knepp,28,50.969925,-0.391089,modified grassland,Goldfinch,Carduelis_carduelis,1,16.7,green
Knepp,29,50.96984,-0.387641,modified grassland,Goldfinch,Carduelis_carduelis,3,50,green
Knepp,37,50.963235,-0.373844,mixed scrub,Goldfinch,Carduelis_carduelis,5,50,green
Knepp,5,50.975371,-0.366484,modified grassland,Great Crested Grebe,Podiceps_cristatus,119,83.3,green
Knepp,1,50.970786,-0.365226,other neutral grassland ,Great Spotted Woodpecker,Dendrocopos_major,34,100,green
Knepp,2,50.967893,-0.368796,mixed scrub,Great Spotted Woodpecker,Dendrocopos_major,28,83.3,green
Knepp,3,50.970471,-0.370462,wet woodland ,Great Spotted Woodpecker,Dendrocopos_major,41,83.3,green
Knepp,4,50.971696,-0.370439,bramble scrub,Great Spotted Woodpecker,Dendrocopos_major,7,66.7,green
Knepp,5,50.975371,-0.366484,modified grassland,Great Spotted Woodpecker,Dendrocopos_major,22,100,green
Knepp,6,50.975175,-0.364672,modified grassland,Great Spotted Woodpecker,Dendrocopos_major,50,100,green
Knepp,7,50.976056,-0.362541,wet woodland ,Great Spotted Woodpecker,Dendrocopos_major,36,100,green
Knepp,8,50.977368,-0.361089,wet woodland ,Great Spotted Woodpecker,Dendrocopos_major,39,100,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Great Spotted Woodpecker,Dendrocopos_major,14,66.7,green
Knepp,10,50.976519,-0.370451,mixed scrub,Great Spotted Woodpecker,Dendrocopos_major,37,83.3,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Great Spotted Woodpecker,Dendrocopos_major,23,66.7,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Great Spotted Woodpecker,Dendrocopos_major,28,83.3,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Great Spotted Woodpecker,Dendrocopos_major,41,100,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Great Spotted Woodpecker,Dendrocopos_major,71,100,green
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Great Spotted Woodpecker,Dendrocopos_major,75,100,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Great Spotted Woodpecker,Dendrocopos_major,61,100,green
Knepp,19,50.969009,-0.358008,bramble scrub,Great Spotted Woodpecker,Dendrocopos_major,42,83.3,green
Knepp,20,50.966678,-0.360799,bramble scrub,Great Spotted Woodpecker,Dendrocopos_major,27,100,green
Knepp,21,50.977988,-0.383713,lowland meadows,Great Spotted Woodpecker,Dendrocopos_major,66,100,green
Knepp,22,50.977833,-0.380611,lowland meadows,Great Spotted Woodpecker,Dendrocopos_major,61,100,green
Knepp,23,50.976772,-0.38361,mixed scrub,Great Spotted Woodpecker,Dendrocopos_major,15,66.7,green
Knepp,24,50.974794,-0.382577,lowland meadows,Great Spotted Woodpecker,Dendrocopos_major,55,83.3,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Great Spotted Woodpecker,Dendrocopos_major,33,83.3,green
Knepp,26,50.972617,-0.393717,"other woodland, mixed",Great Spotted Woodpecker,Dendrocopos_major,120,100,green
Knepp,27,50.971443,-0.392173,modified grassland,Great Spotted Woodpecker,Dendrocopos_major,242,100,green
Knepp,28,50.969925,-0.391089,modified grassland,Great Spotted Woodpecker,Dendrocopos_major,130,100,green
Knepp,29,50.96984,-0.387641,modified grassland,Great Spotted Woodpecker,Dendrocopos_major,9,66.7,green
Knepp,30,50.970291,-0.378981,lowland mixed deciduous woodland,Great Spotted Woodpecker,Dendrocopos_major,30,66.7,green
Knepp,31,50.970467,-0.383928,wet woodland ,Great Spotted Woodpecker,Dendrocopos_major,7,50,green
Knepp,33,50.971291,-0.388367,bramble scrub,Great Spotted Woodpecker,Dendrocopos_major,6,66.7,green
Knepp,35,50.968283,-0.375798,wet woodland ,Great Spotted Woodpecker,Dendrocopos_major,24,100,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Great Spotted Woodpecker,Dendrocopos_major,114,100,green
Knepp,37,50.963235,-0.373844,mixed scrub,Great Spotted Woodpecker,Dendrocopos_major,19,50,green
Knepp,38,50.967649,-0.384328,other neutral grassland ,Great Spotted Woodpecker,Dendrocopos_major,24,100,green
Knepp,1,50.970786,-0.365226,other neutral grassland ,Great Tit,Parus_major,7,33.3,green
Knepp,2,50.967893,-0.368796,mixed scrub,Great Tit,Parus_major,5,50,green
Knepp,4,50.971696,-0.370439,bramble scrub,Great Tit,Parus_major,4,50,green
Knepp,5,50.975371,-0.366484,modified grassland,Great Tit,Parus_major,6,83.3,green
Knepp,6,50.975175,-0.364672,modified grassland,Great Tit,Parus_major,21,83.3,green
Knepp,7,50.976056,-0.362541,wet woodland ,Great Tit,Parus_major,4,33.3,green
Knepp,8,50.977368,-0.361089,wet woodland ,Great Tit,Parus_major,19,83.3,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Great Tit,Parus_major,29,83.3,green
Knepp,10,50.976519,-0.370451,mixed scrub,Great Tit,Parus_major,5,33.3,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Great Tit,Parus_major,24,50,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Great Tit,Parus_major,5,50,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Great Tit,Parus_major,13,100,green
Knepp,16,50.978814,-0.390672,mixed scrub,Great Tit,Parus_major,5,66.7,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Great Tit,Parus_major,6,50,green
Knepp,19,50.969009,-0.358008,bramble scrub,Great Tit,Parus_major,8,66.7,green
Knepp,22,50.977833,-0.380611,lowland meadows,Great Tit,Parus_major,15,66.7,green
Knepp,24,50.974794,-0.382577,lowland meadows,Great Tit,Parus_major,21,100,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Great Tit,Parus_major,5,50,green
Knepp,27,50.971443,-0.392173,modified grassland,Great Tit,Parus_major,13,50,green
Knepp,31,50.970467,-0.383928,wet woodland ,Great Tit,Parus_major,19,83.3,green
Knepp,34,50.962368,-0.379207,lowland mixed deciduous woodland,Great Tit,Parus_major,11,66.7,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Great Tit,Parus_major,6,16.7,green
Knepp,37,50.963235,-0.373844,mixed scrub,Great Tit,Parus_major,10,83.3,green
Knepp,38,50.967649,-0.384328,other neutral grassland ,Great Tit,Parus_major,5,66.7,green
Knepp,1,50.970786,-0.365226,other neutral grassland ,Green Woodpecker,Picus_viridis,34,83.3,green
Knepp,2,50.967893,-0.368796,mixed scrub,Green Woodpecker,Picus_viridis,30,100,green
Knepp,3,50.970471,-0.370462,wet woodland ,Green Woodpecker,Picus_viridis,29,100,green
Knepp,4,50.971696,-0.370439,bramble scrub,Green Woodpecker,Picus_viridis,4,50,green
Knepp,5,50.975371,-0.366484,modified grassland,Green Woodpecker,Picus_viridis,309,100,green
Knepp,6,50.975175,-0.364672,modified grassland,Green Woodpecker,Picus_viridis,133,100,green
Knepp,7,50.976056,-0.362541,wet woodland ,Green Woodpecker,Picus_viridis,135,100,green
Knepp,8,50.977368,-0.361089,wet woodland ,Green Woodpecker,Picus_viridis,74,100,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Green Woodpecker,Picus_viridis,15,66.7,green
Knepp,10,50.976519,-0.370451,mixed scrub,Green Woodpecker,Picus_viridis,35,100,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Green Woodpecker,Picus_viridis,40,100,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Green Woodpecker,Picus_viridis,21,66.7,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Green Woodpecker,Picus_viridis,30,100,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Green Woodpecker,Picus_viridis,36,100,green
Knepp,16,50.978814,-0.390672,mixed scrub,Green Woodpecker,Picus_viridis,9,33.3,green
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Green Woodpecker,Picus_viridis,74,100,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Green Woodpecker,Picus_viridis,74,100,green
Knepp,19,50.969009,-0.358008,bramble scrub,Green Woodpecker,Picus_viridis,25,100,green
Knepp,20,50.966678,-0.360799,bramble scrub,Green Woodpecker,Picus_viridis,50,100,green
Knepp,21,50.977988,-0.383713,lowland meadows,Green Woodpecker,Picus_viridis,13,83.3,green
Knepp,22,50.977833,-0.380611,lowland meadows,Green Woodpecker,Picus_viridis,16,83.3,green
Knepp,23,50.976772,-0.38361,mixed scrub,Green Woodpecker,Picus_viridis,9,33.3,green
Knepp,24,50.974794,-0.382577,lowland meadows,Green Woodpecker,Picus_viridis,17,83.3,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Green Woodpecker,Picus_viridis,7,50,green
Knepp,27,50.971443,-0.392173,modified grassland,Green Woodpecker,Picus_viridis,5,33.3,green
Knepp,30,50.970291,-0.378981,lowland mixed deciduous woodland,Green Woodpecker,Picus_viridis,9,33.3,green
Knepp,31,50.970467,-0.383928,wet woodland ,Green Woodpecker,Picus_viridis,27,100,green
Knepp,32,50.970698,-0.38572,bramble scrub,Green Woodpecker,Picus_viridis,7,66.7,green
Knepp,35,50.968283,-0.375798,wet woodland ,Green Woodpecker,Picus_viridis,36,100,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Green Woodpecker,Picus_viridis,54,100,green
Knepp,37,50.963235,-0.373844,mixed scrub,Green Woodpecker,Picus_viridis,35,100,green
Knepp,38,50.967649,-0.384328,other neutral grassland ,Green Woodpecker,Picus_viridis,18,66.7,green
Knepp,16,50.978814,-0.390672,mixed scrub,Greenfinch,Chloris_chloris,3,16.7,red
Knepp,18,50.963607,-0.360491,other neutral grassland ,Greenfinch,Chloris_chloris,38,100,red
Knepp,4,50.971696,-0.370439,bramble scrub,Grey Heron,Ardea_cinerea,3,33.3,green
Knepp,5,50.975371,-0.366484,modified grassland,Grey Heron,Ardea_cinerea,7,66.7,green
Knepp,6,50.975175,-0.364672,modified grassland,Grey Heron,Ardea_cinerea,1,16.7,green
Knepp,7,50.976056,-0.362541,wet woodland ,Grey Heron,Ardea_cinerea,3,16.7,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Grey Heron,Ardea_cinerea,5,50,green
Knepp,10,50.976519,-0.370451,mixed scrub,Grey Heron,Ardea_cinerea,3,33.3,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Grey Heron,Ardea_cinerea,5,33.3,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Grey Heron,Ardea_cinerea,4,33.3,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Grey Heron,Ardea_cinerea,4,33.3,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Grey Heron,Ardea_cinerea,2,16.7,green
Knepp,30,50.970291,-0.378981,lowland mixed deciduous woodland,Grey Heron,Ardea_cinerea,4,16.7,green
Knepp,31,50.970467,-0.383928,wet woodland ,Grey Heron,Ardea_cinerea,7,33.3,green
Knepp,32,50.970698,-0.38572,bramble scrub,Grey Heron,Ardea_cinerea,4,33.3,green
Knepp,33,50.971291,-0.388367,bramble scrub,Grey Heron,Ardea_cinerea,2,16.7,green
Knepp,34,50.962368,-0.379207,lowland mixed deciduous woodland,Grey Heron,Ardea_cinerea,5,16.7,green
Knepp,35,50.968283,-0.375798,wet woodland ,Grey Heron,Ardea_cinerea,1,16.7,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Grey Heron,Ardea_cinerea,17,83.3,green
Knepp,37,50.963235,-0.373844,mixed scrub,Grey Heron,Ardea_cinerea,4,33.3,green
Knepp,38,50.967649,-0.384328,other neutral grassland ,Grey Heron,Ardea_cinerea,6,66.7,green
Knepp,4,50.971696,-0.370439,bramble scrub,Grey Wagtail,Motacilla_cinerea,2,16.7,amber
Knepp,1,50.970786,-0.365226,other neutral grassland ,Herring Gull,Larus_argentatus,2,33.3,red
Knepp,20,50.966678,-0.360799,bramble scrub,Herring Gull,Larus_argentatus,1,16.7,red
Knepp,26,50.972617,-0.393717,"other woodland, mixed",House Martin,Delichon_urbicum,3,16.7,red
Knepp,5,50.975371,-0.366484,modified grassland,House Sparrow,Passer_domesticus,2,33.3,red
Knepp,18,50.963607,-0.360491,other neutral grassland ,House Sparrow,Passer_domesticus,493,100,red
Knepp,1,50.970786,-0.365226,other neutral grassland ,Jackdaw,Corvus_monedula,47,100,green
Knepp,2,50.967893,-0.368796,mixed scrub,Jackdaw,Corvus_monedula,186,100,green
Knepp,3,50.970471,-0.370462,wet woodland ,Jackdaw,Corvus_monedula,69,100,green
Knepp,5,50.975371,-0.366484,modified grassland,Jackdaw,Corvus_monedula,89,100,green
Knepp,6,50.975175,-0.364672,modified grassland,Jackdaw,Corvus_monedula,144,100,green
Knepp,7,50.976056,-0.362541,wet woodland ,Jackdaw,Corvus_monedula,63,83.3,green
Knepp,8,50.977368,-0.361089,wet woodland ,Jackdaw,Corvus_monedula,26,83.3,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Jackdaw,Corvus_monedula,17,66.7,green
Knepp,10,50.976519,-0.370451,mixed scrub,Jackdaw,Corvus_monedula,42,100,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Jackdaw,Corvus_monedula,13,83.3,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Jackdaw,Corvus_monedula,64,100,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Jackdaw,Corvus_monedula,125,100,green
Knepp,16,50.978814,-0.390672,mixed scrub,Jackdaw,Corvus_monedula,17,66.7,green
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Jackdaw,Corvus_monedula,96,100,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Jackdaw,Corvus_monedula,166,100,green
Knepp,19,50.969009,-0.358008,bramble scrub,Jackdaw,Corvus_monedula,277,100,green
Knepp,20,50.966678,-0.360799,bramble scrub,Jackdaw,Corvus_monedula,511,100,green
Knepp,21,50.977988,-0.383713,lowland meadows,Jackdaw,Corvus_monedula,68,100,green
Knepp,22,50.977833,-0.380611,lowland meadows,Jackdaw,Corvus_monedula,22,100,green
Knepp,23,50.976772,-0.38361,mixed scrub,Jackdaw,Corvus_monedula,61,100,green
Knepp,24,50.974794,-0.382577,lowland meadows,Jackdaw,Corvus_monedula,142,100,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Jackdaw,Corvus_monedula,79,100,green
Knepp,26,50.972617,-0.393717,"other woodland, mixed",Jackdaw,Corvus_monedula,84,100,green
Knepp,27,50.971443,-0.392173,modified grassland,Jackdaw,Corvus_monedula,83,100,green
Knepp,28,50.969925,-0.391089,modified grassland,Jackdaw,Corvus_monedula,118,100,green
Knepp,29,50.96984,-0.387641,modified grassland,Jackdaw,Corvus_monedula,76,100,green
Knepp,30,50.970291,-0.378981,lowland mixed deciduous woodland,Jackdaw,Corvus_monedula,15,83.3,green
Knepp,31,50.970467,-0.383928,wet woodland ,Jackdaw,Corvus_monedula,12,83.3,green
Knepp,32,50.970698,-0.38572,bramble scrub,Jackdaw,Corvus_monedula,37,100,green
Knepp,33,50.971291,-0.388367,bramble scrub,Jackdaw,Corvus_monedula,92,100,green
Knepp,35,50.968283,-0.375798,wet woodland ,Jackdaw,Corvus_monedula,210,100,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Jackdaw,Corvus_monedula,11,100,green
Knepp,37,50.963235,-0.373844,mixed scrub,Jackdaw,Corvus_monedula,22,100,green
Knepp,38,50.967649,-0.384328,other neutral grassland ,Jackdaw,Corvus_monedula,283,100,green
Knepp,2,50.967893,-0.368796,mixed scrub,Jay,Garrulus_glandarius,14,50,green
Knepp,4,50.971696,-0.370439,bramble scrub,Jay,Garrulus_glandarius,4,16.7,green
Knepp,5,50.975371,-0.366484,modified grassland,Jay,Garrulus_glandarius,4,33.3,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Jay,Garrulus_glandarius,16,66.7,green
Knepp,10,50.976519,-0.370451,mixed scrub,Jay,Garrulus_glandarius,23,66.7,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Jay,Garrulus_glandarius,109,100,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Jay,Garrulus_glandarius,20,50,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Jay,Garrulus_glandarius,219,100,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Jay,Garrulus_glandarius,38,100,green
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Jay,Garrulus_glandarius,11,16.7,green
Knepp,20,50.966678,-0.360799,bramble scrub,Jay,Garrulus_glandarius,5,16.7,green
Knepp,22,50.977833,-0.380611,lowland meadows,Jay,Garrulus_glandarius,11,33.3,green
Knepp,23,50.976772,-0.38361,mixed scrub,Jay,Garrulus_glandarius,4,33.3,green
Knepp,24,50.974794,-0.382577,lowland meadows,Jay,Garrulus_glandarius,6,50,green
Knepp,25,50.97433,-0.386824,other neutral grassland ,Jay,Garrulus_glandarius,10,50,green
Knepp,27,50.971443,-0.392173,modified grassland,Jay,Garrulus_glandarius,7,33.3,green
Knepp,28,50.969925,-0.391089,modified grassland,Jay,Garrulus_glandarius,4,33.3,green
Knepp,30,50.970291,-0.378981,lowland mixed deciduous woodland,Jay,Garrulus_glandarius,22,66.7,green
Knepp,31,50.970467,-0.383928,wet woodland ,Jay,Garrulus_glandarius,4,16.7,green
Knepp,35,50.968283,-0.375798,wet woodland ,Jay,Garrulus_glandarius,24,50,green
Knepp,36,50.965162,-0.372673,lowland mixed deciduous woodland,Jay,Garrulus_glandarius,5,66.7,green
Knepp,29,50.96984,-0.387641,modified grassland,Kestrel,Falco_tinnunculus,5,50,amber
Knepp,5,50.975371,-0.366484,modified grassland,Kingfisher,Alcedo_atthis,30,100,green
Knepp,7,50.976056,-0.362541,wet woodland ,Kingfisher,Alcedo_atthis,10,83.3,green
Knepp,31,50.970467,-0.383928,wet woodland ,Kingfisher,Alcedo_atthis,9,33.3,green
Knepp,2,50.967893,-0.368796,mixed scrub,Lesser Whitethroat,Curruca_curruca,398,0,green
Knepp,3,50.970471,-0.370462,wet woodland ,Lesser Whitethroat,Curruca_curruca,63,0,green
Knepp,4,50.971696,-0.370439,bramble scrub,Lesser Whitethroat,Curruca_curruca,416,0,green
Knepp,5,50.975371,-0.366484,modified grassland,Lesser Whitethroat,Curruca_curruca,43,0,green
Knepp,7,50.976056,-0.362541,wet woodland ,Lesser Whitethroat,Curruca_curruca,4,0,green
Knepp,8,50.977368,-0.361089,wet woodland ,Lesser Whitethroat,Curruca_curruca,11,0,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Lesser Whitethroat,Curruca_curruca,5,0,green
Knepp,10,50.976519,-0.370451,mixed scrub,Lesser Whitethroat,Curruca_curruca,39,0,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Lesser Whitethroat,Curruca_curruca,5,0,green
Knepp,19,50.969009,-0.358008,bramble scrub,Lesser Whitethroat,Curruca_curruca,17,0,green
Knepp,20,50.966678,-0.360799,bramble scrub,Lesser Whitethroat,Curruca_curruca,13,0,green
Knepp,23,50.976772,-0.38361,mixed scrub,Lesser Whitethroat,Curruca_curruca,32,0,green
Knepp,27,50.971443,-0.392173,modified grassland,Lesser Whitethroat,Curruca_curruca,8,0,green
Knepp,32,50.970698,-0.38572,bramble scrub,Lesser Whitethroat,Curruca_curruca,13,0,green
Knepp,1,50.970786,-0.365226,other neutral grassland ,Linnet,Linaria_cannabina,23,83.3,red
Knepp,2,50.967893,-0.368796,mixed scrub,Linnet,Linaria_cannabina,26,83.3,red
Knepp,4,50.971696,-0.370439,bramble scrub,Linnet,Linaria_cannabina,583,100,red
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Linnet,Linaria_cannabina,1,16.7,red
Knepp,10,50.976519,-0.370451,mixed scrub,Linnet,Linaria_cannabina,12,83.3,red
Knepp,18,50.963607,-0.360491,other neutral grassland ,Linnet,Linaria_cannabina,16,66.7,red
Knepp,19,50.969009,-0.358008,bramble scrub,Linnet,Linaria_cannabina,74,83.3,red
Knepp,20,50.966678,-0.360799,bramble scrub,Linnet,Linaria_cannabina,194,100,red
Knepp,21,50.977988,-0.383713,lowland meadows,Linnet,Linaria_cannabina,12,33.3,red
Knepp,22,50.977833,-0.380611,lowland meadows,Linnet,Linaria_cannabina,20,83.3,red
Knepp,23,50.976772,-0.38361,mixed scrub,Linnet,Linaria_cannabina,18,66.7,red
Knepp,24,50.974794,-0.382577,lowland meadows,Linnet,Linaria_cannabina,7,33.3,red
Knepp,29,50.96984,-0.387641,modified grassland,Linnet,Linaria_cannabina,56,100,red
Knepp,32,50.970698,-0.38572,bramble scrub,Linnet,Linaria_cannabina,190,100,red
Knepp,33,50.971291,-0.388367,bramble scrub,Linnet,Linaria_cannabina,214,100,red
Knepp,37,50.963235,-0.373844,mixed scrub,Linnet,Linaria_cannabina,13,50,red
Knepp,38,50.967649,-0.384328,other neutral grassland ,Linnet,Linaria_cannabina,23,100,red
Knepp,16,50.978814,-0.390672,mixed scrub,Little Owl,Athene_noctua,4,33.3,introduced
Knepp,1,50.970786,-0.365226,other neutral grassland ,Long-tailed Tit,Aegithalos_caudatus,33,83.3,green
Knepp,2,50.967893,-0.368796,mixed scrub,Long-tailed Tit,Aegithalos_caudatus,78,100,green
Knepp,3,50.970471,-0.370462,wet woodland ,Long-tailed Tit,Aegithalos_caudatus,8,50,green
Knepp,5,50.975371,-0.366484,modified grassland,Long-tailed Tit,Aegithalos_caudatus,58,83.3,green
Knepp,6,50.975175,-0.364672,modified grassland,Long-tailed Tit,Aegithalos_caudatus,41,83.3,green
Knepp,7,50.976056,-0.362541,wet woodland ,Long-tailed Tit,Aegithalos_caudatus,35,66.7,green
Knepp,8,50.977368,-0.361089,wet woodland ,Long-tailed Tit,Aegithalos_caudatus,88,100,green
Knepp,9,50.974935,-0.371197,lowland mixed deciduous woodland,Long-tailed Tit,Aegithalos_caudatus,84,100,green
Knepp,10,50.976519,-0.370451,mixed scrub,Long-tailed Tit,Aegithalos_caudatus,25,100,green
Knepp,11,50.976229,-0.374935,"other woodland, mixed",Long-tailed Tit,Aegithalos_caudatus,54,83.3,green
Knepp,12,50.978996,-0.375064,lowland mixed deciduous woodland,Long-tailed Tit,Aegithalos_caudatus,52,100,green
Knepp,13,50.974165,-0.379955,"other woodland, mixed",Long-tailed Tit,Aegithalos_caudatus,55,83.3,green
Knepp,14,50.971394,-0.375411,"other woodland, mixed",Long-tailed Tit,Aegithalos_caudatus,36,100,green
Knepp,16,50.978814,-0.390672,mixed scrub,Long-tailed Tit,Aegithalos_caudatus,92,83.3,green
Knepp,17,50.96658,-0.357639,"other woodland, mixed",Long-tailed Tit,Aegithalos_caudatus,6,16.7,green
Knepp,18,50.963607,-0.360491,other neutral grassland ,Long-tailed Tit,Aegithalos_caudatus,7,50,green
Knepp,19,50.969009,-0.358008,bramble scrub,Long-tailed Tit,Aegithalos_caudatus,103,100,green
Knepp,20,50.966678,-0.360799,bramble scrub,Long-tailed Tit,Aegithalos_caudatus,11,50,green
Knepp,21,50.977988,-0.383713,lowland meadows,Long-tailed Tit,Aegithalos_caudatus,42,66.7,green
Knepp,22,50.977833,-0.380611,lowland meadows,Long-tailed Tit,Aegithalos_caudatus,49,50,green
Knepp,23,50.976772,-0.38361,mixed scrub,Long-tailed Tit,Aegithalos_caudatus,5,16.7,green
Knepp,24,50.974794,-0.382577,lowland meadows,Long-tailed Tit,Aegithalos_caudatus,97,100,green
